CARTON 1;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;CARTON 2;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10
0327;4;6;18;31;38;39;42;47;51;57;10;16;19;20;30;38;39;51;54;55;11;14;16;18;27;29;39;49;58;60;0927;3;4;23;25;28;31;40;46;50;58;10;15;16;17;27;38;40;44;48;55;4;6;18;19;21;24;35;40;41;57
0328;3;9;12;26;27;28;30;48;59;60;4;5;7;16;19;29;40;41;42;47;4;6;7;9;11;14;19;38;46;54;0928;6;15;16;27;33;36;37;53;55;57;10;13;19;35;37;39;40;47;56;57;2;18;25;35;42;43;47;48;49;55
0329;5;11;16;22;23;26;37;43;45;53;9;11;14;19;32;37;42;46;47;50;9;18;24;26;37;42;44;45;55;56;0929;6;12;15;25;28;29;32;38;45;51;11;16;28;35;37;43;46;48;53;59;3;7;13;20;26;30;40;42;43;45
0330;1;2;9;19;20;23;35;44;47;54;1;21;23;28;29;41;44;49;55;58;4;9;21;23;24;29;39;42;43;53;0930;3;9;16;22;25;29;42;44;46;48;1;2;3;14;28;29;37;39;44;47;7;17;23;26;37;40;46;49;54;55
0331;2;4;17;18;20;27;36;44;49;52;4;5;11;12;13;22;36;46;58;59;12;21;23;29;48;50;55;56;58;60;0931;1;6;11;13;18;22;24;52;55;57;1;7;8;19;28;34;39;48;53;59;4;7;13;15;20;21;24;30;49;50
0332;12;15;23;24;33;36;39;54;58;60;1;4;11;20;22;34;35;42;44;47;1;3;10;17;18;19;21;22;31;47;0932;2;3;10;11;35;41;49;50;56;60;6;10;13;20;27;30;36;44;48;59;3;11;12;13;25;28;30;31;36;40
0333;2;3;19;22;25;29;32;44;45;47;1;5;13;15;23;29;31;37;47;52;11;13;18;22;26;32;37;43;45;47;0933;2;7;10;16;19;24;26;40;49;51;6;12;15;19;27;32;36;39;42;60;8;10;23;28;30;31;37;51;58;59
0334;1;2;13;21;31;36;41;42;52;58;2;4;8;21;26;33;38;45;51;56;8;9;14;17;18;23;33;34;39;42;0934;12;13;20;24;25;30;33;40;49;54;1;8;16;19;21;26;29;48;54;60;7;12;13;18;23;32;35;36;49;51
0335;2;8;9;11;19;35;37;41;46;56;9;15;22;31;34;39;42;43;47;49;1;3;5;9;19;22;37;38;45;53;0935;4;14;23;27;28;29;32;40;43;49;3;7;9;10;36;37;47;49;53;55;2;15;19;33;35;38;42;49;50;55
0336;4;7;10;11;12;13;20;22;24;47;11;18;29;35;39;41;46;51;59;60;5;7;8;12;20;38;42;47;53;59;0936;3;4;6;16;30;34;39;41;49;60;3;27;38;39;43;47;50;51;58;59;19;22;26;39;41;43;46;53;59;60
0337;1;12;16;24;28;43;46;53;59;60;3;12;14;20;25;29;30;35;40;56;7;20;23;26;28;29;32;34;36;41;0937;20;23;25;31;36;43;49;51;57;59;10;12;18;20;22;24;32;33;40;42;4;14;22;25;32;53;54;55;56;57
0338;6;11;17;27;29;34;40;49;50;54;6;10;11;12;17;26;30;32;54;60;1;6;16;23;37;38;44;46;49;59;0938;4;14;23;26;27;31;32;35;43;59;2;10;15;19;21;26;29;43;45;52;4;10;19;21;25;32;40;49;59;60
0339;3;7;20;31;32;41;44;45;48;59;4;7;8;9;12;13;19;24;31;40;5;10;14;22;29;32;36;44;55;59;0939;4;8;10;20;21;23;27;35;42;43;5;10;12;13;21;23;39;41;51;56;10;17;23;31;33;35;39;46;51;59
0340;18;20;22;29;37;39;42;47;53;57;9;11;16;17;18;29;36;45;49;50;3;10;16;21;23;24;45;49;51;57;0940;3;5;18;34;35;41;49;50;54;57;4;9;10;19;32;40;42;50;55;59;7;8;10;11;12;22;27;52;56;59
0341;3;9;11;20;28;29;52;56;59;60;4;5;7;13;23;24;28;33;36;50;10;11;18;19;20;37;38;39;42;47;0941;1;4;6;11;17;33;50;52;56;59;3;10;17;21;23;27;39;44;46;59;2;4;5;18;22;27;34;51;56;60
0342;10;11;21;26;36;38;45;51;53;57;5;6;7;24;26;27;40;41;48;54;1;4;6;18;19;22;36;44;45;46;0942;1;9;10;15;16;18;20;30;36;39;8;9;17;22;23;27;32;49;55;60;4;6;8;15;18;22;24;29;39;41
0343;1;19;32;33;36;37;43;46;51;53;2;3;7;17;21;25;40;42;51;58;2;6;19;21;30;40;48;51;52;53;0943;5;8;10;11;14;32;35;48;57;58;4;14;22;24;38;43;45;53;54;55;7;11;17;24;30;44;46;54;58;60
0344;1;4;15;18;27;28;30;41;44;54;12;14;15;18;25;29;33;39;57;58;2;8;13;14;20;24;31;36;39;56;0944;4;7;9;11;14;18;35;37;51;56;1;5;6;9;27;37;38;45;49;51;3;7;15;27;28;29;38;43;44;54
0345;12;17;19;26;27;42;47;48;58;59;1;3;20;23;28;42;43;48;50;56;2;5;11;12;14;33;39;40;49;59;0945;5;20;23;24;35;39;40;47;48;58;4;5;8;11;24;40;49;50;56;60;21;29;31;35;37;40;42;43;50;56
0346;1;8;15;17;19;22;25;27;54;59;5;8;9;20;22;28;35;43;51;56;14;21;22;27;29;35;36;42;43;54;0946;4;10;13;18;20;23;24;38;59;60;1;7;9;11;21;23;24;44;47;54;5;12;21;24;35;39;43;44;58;59
0347;1;3;8;18;20;33;36;53;55;59;11;25;28;32;33;39;44;52;53;55;3;7;22;25;37;44;56;58;59;60;0947;2;21;30;32;41;42;45;47;52;58;1;3;13;26;39;42;48;53;54;56;2;4;8;12;13;32;38;44;55;58
0348;1;3;6;15;16;19;31;34;40;54;8;12;17;18;20;27;28;34;36;43;3;5;22;25;30;35;36;38;41;59;0948;12;16;28;32;36;38;39;45;48;54;6;8;29;30;32;47;48;49;50;57;2;11;16;18;19;26;41;51;55;56
0349;10;12;16;18;24;26;27;30;45;53;2;5;8;9;21;22;23;32;45;49;2;4;8;11;14;16;18;23;30;38;0949;1;2;6;13;15;31;36;45;49;53;13;16;21;24;35;38;41;44;49;57;2;3;4;7;12;13;18;30;31;40
0350;13;14;28;40;41;43;47;51;55;58;1;5;15;16;35;37;41;48;50;54;5;7;9;19;20;33;36;38;40;59;0950;4;5;21;22;25;26;41;43;49;53;17;22;32;33;34;39;41;49;55;60;4;5;12;16;26;31;33;42;44;50
0351;4;11;16;20;21;38;41;42;44;57;4;6;9;17;26;36;43;53;56;58;11;13;32;41;45;49;51;53;54;58;0951;6;14;21;22;23;27;30;33;38;40;3;5;8;10;13;14;22;39;43;56;12;13;17;23;28;30;31;36;46;53
0352;18;22;26;29;35;39;43;44;47;58;6;12;16;20;35;41;45;48;58;60;6;13;17;43;44;47;49;52;56;60;0952;6;16;17;20;24;26;40;44;46;51;1;15;23;26;28;45;48;50;53;58;5;8;13;22;23;25;38;39;47;49
0353;1;2;15;29;40;43;48;49;53;58;7;11;18;19;27;29;32;35;47;55;4;7;14;16;22;25;34;40;49;59;0953;4;5;15;19;22;23;25;28;34;42;2;4;6;10;14;27;28;40;44;48;9;11;22;33;35;41;45;46;51;53
0354;11;12;25;29;30;37;38;48;50;58;3;9;10;12;36;37;42;53;54;58;2;3;4;15;18;29;38;41;44;56;0954;11;16;22;25;26;27;47;49;57;58;3;11;20;21;23;45;46;54;56;60;5;16;19;37;40;41;46;48;58;60
0355;8;14;28;31;34;38;41;42;55;58;3;6;27;35;36;37;44;50;53;58;2;4;8;11;18;19;23;41;42;43;0955;3;8;23;27;34;40;41;53;55;58;1;8;17;20;26;27;36;39;40;41;8;26;27;30;33;36;40;48;50;51
0356;5;13;14;15;16;24;25;37;48;52;10;12;19;23;26;40;46;54;56;59;2;15;29;31;35;43;44;45;50;59;0956;6;11;15;39;44;46;47;51;53;60;1;2;7;17;18;23;27;45;53;55;1;5;22;29;32;39;42;43;53;59
0357;4;8;10;21;26;30;33;43;44;53;2;19;22;33;35;43;45;49;55;57;5;6;11;16;19;27;46;50;55;56;0957;5;11;24;25;29;30;32;38;39;55;5;10;13;17;22;31;32;45;54;59;13;15;16;22;25;29;36;38;45;52
0358;6;20;23;28;29;32;35;36;52;54;2;6;17;28;38;40;41;42;51;56;5;10;25;30;36;40;44;49;50;51;0958;4;13;22;23;34;50;52;54;55;60;7;10;18;20;24;25;30;36;38;56;14;18;23;24;31;35;50;51;56;57
0359;2;8;9;12;28;32;47;48;50;56;4;11;13;18;22;25;28;38;49;53;6;11;14;15;16;24;29;44;45;53;0959;1;2;8;10;21;23;46;47;48;58;2;8;21;28;29;30;32;42;48;55;3;13;16;26;28;44;47;53;57;58
0360;4;17;18;20;35;36;42;44;46;48;2;19;24;31;42;47;48;49;54;55;2;4;6;10;16;24;29;31;54;59;0960;3;6;18;35;38;40;43;55;56;57;3;7;9;24;26;40;41;43;52;58;12;19;35;36;42;43;44;49;55;59
0361;4;13;15;27;32;33;36;41;47;54;4;7;9;11;22;24;27;28;29;52;1;4;18;20;28;31;33;36;40;46;0961;1;2;3;9;28;31;38;51;56;60;5;13;20;26;32;37;39;41;54;55;2;9;14;20;31;32;34;35;58;60
0362;3;17;21;22;23;45;46;52;56;60;3;7;12;22;32;34;51;52;58;60;11;23;24;25;33;34;37;53;54;60;0962;2;3;8;25;31;33;34;36;37;47;5;11;17;22;33;41;47;52;56;60;2;8;9;10;25;26;28;36;41;45
0363;5;10;20;30;37;42;48;50;52;60;10;23;26;28;30;33;36;43;54;58;12;13;25;32;37;40;41;55;58;59;0963;9;10;17;24;28;39;45;47;52;56;2;6;8;15;20;22;34;41;56;57;4;9;16;23;26;31;33;49;53;54
0364;4;14;15;19;20;23;28;32;37;45;4;12;19;21;26;35;36;45;54;59;6;19;21;29;31;35;42;44;49;52;0964;3;5;6;18;24;30;38;48;55;60;6;11;13;21;24;31;32;38;49;59;4;5;22;25;29;33;44;50;56;59
0365;7;11;22;25;33;34;38;53;55;57;4;9;10;11;14;19;30;36;55;60;3;11;30;33;36;38;45;47;57;60;0965;9;16;18;23;27;39;40;45;47;50;1;3;6;12;14;15;17;22;38;39;1;4;24;30;32;40;44;55;56;59
0366;21;22;25;27;30;36;41;52;53;60;4;8;20;23;24;28;35;37;45;56;1;11;23;31;35;40;52;55;57;58;0966;8;10;14;17;18;30;38;45;56;60;4;19;28;31;42;44;48;50;53;54;11;12;20;35;38;40;42;56;58;60
0367;1;16;23;31;33;41;46;49;54;57;13;29;33;36;39;48;52;54;55;58;3;22;31;33;36;40;42;51;56;59;0967;6;11;13;15;23;30;37;39;48;59;4;11;24;33;34;36;38;43;47;50;4;7;9;10;21;37;42;54;55;57
0368;6;13;18;19;28;29;31;43;49;50;7;22;23;26;37;38;40;43;55;57;2;9;10;13;26;32;35;39;49;59;0968;12;18;24;26;29;35;36;43;49;59;1;2;25;26;37;40;44;47;50;54;10;20;26;28;33;46;52;56;59;60
0369;1;5;13;20;23;24;27;35;49;51;7;15;17;20;26;31;33;36;41;46;12;18;22;42;44;51;52;54;57;59;0969;5;6;9;14;16;22;33;35;52;53;1;5;14;17;21;28;30;46;54;55;1;11;13;23;32;34;45;52;53;54
0370;4;14;17;20;25;28;41;45;58;59;5;6;14;19;27;33;43;45;52;56;1;4;5;15;19;22;37;39;55;59;0970;3;11;20;22;23;30;37;42;50;55;3;10;30;34;35;36;40;43;50;56;5;12;15;21;26;29;32;37;43;47
0371;2;6;9;21;32;38;50;52;53;55;5;18;24;26;37;40;44;47;56;57;8;16;19;22;32;39;44;49;54;60;0971;5;12;13;15;21;23;25;30;37;46;16;20;21;22;30;36;38;40;47;59;7;9;15;17;21;23;35;38;39;44
0372;9;15;24;26;28;45;51;54;56;57;1;2;18;21;26;32;33;39;41;59;16;33;34;38;43;44;45;50;51;59;0972;5;8;19;28;31;33;44;45;52;54;1;3;6;8;17;40;41;48;49;51;1;9;13;16;21;22;28;30;34;47
0373;2;7;13;29;39;41;47;57;58;59;5;14;15;30;33;38;39;52;57;58;11;18;19;26;32;38;41;43;45;55;0973;4;9;10;12;30;49;51;53;55;59;9;15;16;17;20;23;33;45;47;55;1;7;12;14;28;30;41;45;48;53
0374;10;22;31;32;35;36;38;53;55;56;4;5;8;14;26;37;39;40;54;59;15;20;24;26;31;32;37;48;53;60;0974;3;10;18;32;37;39;43;47;50;57;8;9;14;15;18;35;43;47;51;52;1;4;12;18;23;34;51;57;58;60
0375;8;10;16;29;31;34;36;38;39;54;14;17;18;19;20;26;33;39;45;57;4;6;12;16;25;38;43;45;47;58;0975;11;12;16;23;33;35;52;53;59;60;4;6;17;19;22;26;27;28;31;58;5;9;19;23;29;32;34;36;37;41
0376;11;14;16;17;35;42;44;45;48;54;1;2;12;19;28;35;36;47;51;59;11;21;30;34;37;39;44;47;48;55;0976;9;11;14;17;18;27;29;38;51;53;5;13;16;18;19;27;42;43;51;52;3;13;14;19;25;27;37;40;48;58
0377;1;4;9;15;16;20;21;29;39;45;9;12;27;37;39;44;47;49;54;60;9;10;11;22;33;34;40;47;49;52;0977;6;7;12;14;22;25;31;32;38;42;2;4;11;20;34;35;45;46;51;58;5;7;12;20;29;39;42;47;59;60
0378;2;9;23;25;32;44;50;52;57;60;13;17;21;23;32;35;45;52;57;59;1;6;8;36;37;39;48;53;58;59;0978;4;5;7;12;28;32;44;45;46;50;5;11;27;28;32;33;35;40;44;60;9;11;17;20;27;37;39;40;48;56
0379;19;24;29;34;35;38;46;48;50;55;3;7;12;13;22;32;37;38;46;58;11;18;19;21;35;39;46;48;51;55;0979;5;7;28;32;38;39;43;45;53;55;2;9;10;16;23;31;38;40;42;50;6;9;14;15;20;21;36;51;57;59
0380;5;13;20;24;34;43;44;48;49;57;2;14;15;17;21;22;26;29;54;58;1;5;7;10;17;19;36;46;47;48;0980;2;5;9;12;38;43;48;58;59;60;11;12;14;24;36;37;38;39;50;51;8;13;16;27;28;29;31;43;48;52
0381;3;6;22;37;40;45;51;52;56;59;2;3;22;25;30;41;43;45;46;58;29;31;32;33;35;37;41;42;57;60;0981;6;12;26;36;39;46;47;51;53;58;7;23;29;37;42;44;49;50;54;57;3;9;11;15;21;23;26;40;41;48
0382;3;5;20;26;27;33;42;45;48;55;13;26;30;32;39;40;49;51;57;58;8;10;11;18;31;35;40;46;48;57;0982;2;6;7;13;23;27;37;42;43;46;5;12;26;29;30;33;37;48;53;56;7;13;16;19;20;38;48;52;53;54
0383;3;8;11;17;21;32;43;54;55;60;7;26;27;38;39;42;50;51;57;58;1;6;11;18;29;30;33;44;45;53;0983;3;25;35;36;40;41;47;48;53;54;5;13;22;27;39;42;46;48;52;57;2;5;6;15;16;22;39;53;56;57
0384;4;10;12;20;42;45;46;51;53;54;9;12;26;27;37;39;46;49;53;57;7;14;18;25;28;29;33;48;51;53;0984;3;13;20;35;36;37;40;41;44;59;8;13;22;26;32;36;45;48;52;58;15;20;22;28;39;41;45;47;52;59
0385;3;21;22;24;27;35;38;51;59;60;8;11;14;17;18;34;41;43;49;57;1;6;9;12;23;31;32;35;39;56;0985;13;28;29;32;38;39;43;45;50;60;3;8;11;12;16;21;24;25;42;43;27;30;32;36;37;40;41;47;48;57
0386;3;9;24;26;32;45;46;48;50;52;7;15;17;19;33;36;41;47;51;57;2;21;29;39;40;41;46;54;55;58;0986;1;7;9;13;14;15;17;40;48;49;13;19;20;24;25;35;43;47;50;55;6;14;24;25;27;28;31;32;56;59
0387;5;11;12;28;30;31;37;46;52;58;3;6;7;8;29;31;44;45;49;57;7;15;21;30;33;39;43;48;49;52;0987;14;15;25;26;37;38;40;43;47;58;6;7;10;16;22;24;41;43;46;53;4;6;11;17;19;37;48;54;55;58
0388;2;8;10;23;25;40;44;46;53;54;2;6;9;14;16;17;23;29;35;59;1;3;8;13;21;29;32;36;40;44;0988;3;14;19;22;23;29;30;33;43;56;3;19;20;21;25;40;42;43;59;60;2;10;11;22;25;33;35;43;49;53
0389;3;6;7;17;20;25;26;38;54;56;16;18;20;28;35;39;40;44;46;52;4;9;15;17;28;44;45;48;51;56;0989;3;8;17;22;23;37;51;53;54;60;5;8;10;12;15;17;19;28;32;37;2;3;10;13;21;25;33;41;49;57
0390;2;3;10;26;33;40;41;44;46;57;4;8;16;18;22;24;26;47;54;55;7;15;19;32;43;44;50;54;57;60;0990;2;16;23;28;30;34;47;48;50;59;9;15;18;26;35;36;41;52;57;58;6;9;17;23;26;34;41;46;48;49
0391;2;6;9;18;24;30;41;50;54;57;4;8;9;20;27;43;47;48;56;58;2;6;17;21;22;27;30;31;45;54;0991;6;15;23;26;30;31;40;50;53;59;6;8;11;15;32;34;41;42;55;56;1;8;18;23;27;28;33;38;40;56
0392;1;11;12;26;28;31;36;44;57;58;6;18;20;25;27;28;29;34;47;50;2;10;13;18;39;51;54;56;58;59;0992;1;9;10;20;23;33;39;40;53;60;5;12;19;22;26;28;35;37;43;60;24;26;28;39;42;43;45;56;57;59
0393;7;18;19;20;35;36;41;43;54;60;1;13;19;20;26;27;44;50;52;60;9;23;26;27;39;44;46;48;51;56;0993;14;19;24;25;26;34;40;42;45;58;5;14;17;26;41;43;47;48;58;60;3;13;27;33;41;48;49;51;55;57
0394;9;12;15;29;30;32;43;47;54;58;4;19;20;23;26;33;35;47;54;58;1;2;7;8;11;20;27;52;58;59;0994;1;6;11;16;18;28;36;39;44;57;1;9;14;18;23;32;41;49;51;58;3;8;10;26;40;43;47;48;58;59
0395;2;4;6;10;11;31;46;49;53;59;9;10;18;19;22;41;48;51;52;57;2;3;4;12;17;26;28;36;42;54;0995;22;23;28;32;33;40;42;43;45;49;15;19;26;27;35;37;46;48;56;59;3;12;21;34;35;38;39;53;54;56
0396;6;11;21;22;30;47;49;52;56;59;4;5;7;8;20;32;39;42;52;59;10;21;23;24;32;35;42;50;57;58;0996;6;7;12;19;42;52;53;55;57;58;4;12;15;31;33;35;37;44;48;60;2;9;19;24;30;32;33;35;47;59
0397;3;9;11;14;19;28;32;37;47;56;1;13;29;30;43;48;50;53;54;59;7;8;18;23;27;36;41;48;58;59;0997;5;11;13;19;21;22;26;30;56;60;9;15;16;24;28;29;31;47;48;56;3;5;6;12;20;34;51;52;55;57
0398;18;21;25;27;41;46;49;52;54;56;5;11;13;20;32;34;36;37;50;57;1;2;5;13;15;37;52;53;56;57;0998;11;16;20;25;27;35;37;38;42;46;2;4;12;18;23;29;48;52;57;58;7;20;26;36;38;39;42;44;51;58
0399;4;8;18;23;24;26;33;41;49;53;12;13;18;24;27;28;40;51;55;56;4;8;10;19;20;25;29;46;51;53;0999;11;15;19;20;24;31;34;41;45;52;3;5;10;12;17;22;30;36;38;56;2;8;26;27;33;36;43;47;54;57
0400;13;22;25;31;32;35;38;41;43;52;3;17;21;25;34;37;40;42;46;53;2;9;10;34;39;47;52;53;55;57;1000;7;17;19;24;29;39;46;48;52;59;2;5;6;8;17;19;32;42;58;59;2;4;5;7;9;10;19;21;24;56
0401;4;9;34;38;41;43;44;45;54;58;2;19;29;33;36;39;41;46;52;54;5;7;10;13;43;47;50;51;52;60;1001;7;9;20;23;32;34;46;51;56;59;7;8;9;21;22;41;50;52;54;56;3;8;16;26;29;31;37;45;48;50
0402;2;10;11;17;27;34;36;37;53;56;21;22;23;24;25;35;36;41;49;56;5;9;19;21;32;35;43;45;56;57;1002;4;8;9;20;26;38;40;50;52;55;8;12;18;23;28;31;34;37;47;54;15;19;23;29;30;34;35;44;51;60
0403;2;12;21;26;27;30;37;48;51;57;10;26;30;33;34;37;38;39;40;53;10;23;28;31;35;39;43;47;53;57;1003;3;6;11;13;15;37;40;51;57;58;2;6;10;12;14;19;23;29;42;57;9;10;23;28;33;34;43;47;51;60
0404;3;9;14;25;29;35;37;46;52;55;5;24;26;28;33;39;44;47;48;52;1;13;15;26;30;31;33;34;40;57;1004;1;2;6;8;12;26;29;42;58;59;1;2;4;23;24;35;38;45;51;54;10;13;20;24;26;28;33;39;49;56
0405;9;11;14;17;22;24;30;32;45;48;7;11;17;27;34;35;36;39;44;51;7;16;22;30;33;36;37;53;56;60;1005;1;6;8;16;21;24;27;33;49;57;2;3;7;34;36;38;44;55;56;58;2;3;6;17;36;38;46;49;52;56
0406;2;3;12;16;29;34;39;42;48;52;8;14;15;21;23;35;49;50;51;53;3;5;8;9;11;13;14;25;32;43;1006;7;9;14;20;23;24;34;42;50;53;19;33;34;40;43;44;46;52;55;60;1;8;14;19;25;31;33;35;40;44
0407;4;8;17;23;24;25;37;38;45;49;6;15;17;18;25;35;37;38;48;56;2;3;6;17;27;38;52;54;55;58;1007;5;23;34;36;37;38;47;52;53;56;2;7;8;31;33;36;37;42;50;57;8;11;21;22;26;32;33;44;53;59
0408;2;3;13;15;24;26;34;36;39;60;1;6;22;23;28;32;38;46;51;60;6;8;14;17;18;20;23;27;52;60;1008;4;9;14;28;31;32;45;46;56;58;5;14;18;20;23;25;42;45;50;55;1;6;11;15;16;18;19;21;23;52
0409;1;3;6;14;15;16;24;38;49;50;1;15;16;17;28;30;36;44;49;51;2;16;22;30;35;38;45;46;53;56;1009;12;15;23;25;30;35;48;52;54;59;1;11;14;20;26;35;38;50;55;58;7;8;9;10;21;28;33;43;45;57
0410;2;3;4;10;20;22;31;43;45;57;1;2;8;28;33;35;40;44;48;56;2;3;10;29;35;39;48;49;54;58;1010;6;7;9;21;29;31;52;55;57;58;6;10;12;15;28;29;45;54;57;60;7;8;17;20;21;26;38;40;51;56
0411;1;6;7;12;14;15;18;43;51;53;4;8;24;29;30;33;44;46;47;55;7;12;15;18;36;37;41;48;51;57;1011;5;10;12;17;31;36;40;43;53;55;11;21;25;27;30;37;42;49;50;58;5;15;23;24;29;32;39;48;50;51
0412;2;8;22;28;39;42;47;51;53;59;9;19;23;24;41;42;48;50;51;57;2;3;10;12;30;32;34;35;51;53;1012;2;5;14;15;17;24;26;28;52;57;3;5;6;11;22;29;49;51;52;57;3;13;17;19;44;47;48;53;55;56
0413;1;5;15;23;28;48;49;52;53;56;7;10;21;25;26;32;33;40;57;59;1;9;10;25;34;35;40;53;55;60;1013;2;5;11;18;21;22;42;54;59;60;2;6;14;23;29;33;37;49;55;60;1;9;15;17;19;22;31;38;43;48
0414;3;9;13;17;18;20;25;30;38;54;3;10;12;16;27;34;36;37;53;56;4;9;26;28;31;33;36;43;54;56;1014;8;22;23;24;35;38;40;46;47;56;1;5;6;8;13;16;32;37;48;53;4;14;16;30;33;44;47;50;53;57
0415;5;13;14;18;19;32;34;40;42;53;3;4;5;19;25;31;39;44;45;49;5;7;21;31;33;43;44;49;54;59;1015;1;5;6;9;14;18;39;43;51;58;13;23;26;27;33;34;35;43;53;55;1;7;13;24;25;27;28;33;46;55
0416;2;4;7;19;32;41;42;55;56;59;3;10;17;18;20;21;37;40;42;52;13;14;21;31;32;34;37;41;43;44;1016;5;10;13;19;27;29;41;42;45;48;1;6;8;13;22;27;33;37;48;56;11;19;22;27;33;34;49;56;58;59
0417;2;5;14;23;26;27;33;50;59;60;3;7;9;13;37;41;42;46;52;56;4;6;7;10;17;19;27;44;52;55;1017;5;7;8;24;26;49;50;51;55;57;2;18;28;35;41;44;46;49;51;55;8;10;12;19;25;30;42;44;46;48
0418;8;11;13;22;29;31;35;42;51;56;9;15;16;19;26;29;43;56;57;59;3;5;30;31;33;35;37;41;52;59;1018;5;7;10;15;20;22;23;31;50;60;1;16;19;20;28;34;39;52;54;60;10;14;26;30;31;39;41;44;46;54
0419;3;11;12;15;24;28;45;50;51;58;6;7;12;18;20;24;27;31;32;33;2;4;8;17;19;24;30;46;56;59;1019;24;25;30;35;38;42;50;54;55;60;6;19;21;23;28;31;38;39;42;44;2;8;10;25;27;42;43;50;53;54
0420;2;7;9;14;24;28;40;47;56;60;11;19;21;36;39;40;46;49;50;51;9;13;15;18;25;40;41;47;48;60;1020;1;13;14;16;29;33;45;49;52;56;1;3;8;10;11;14;22;37;44;58;1;19;20;21;25;26;27;39;51;60
0421;3;5;6;18;23;32;48;51;56;58;10;12;20;22;26;34;46;48;53;59;1;3;12;20;40;41;43;50;52;53;1021;5;18;20;22;25;28;30;48;51;59;3;4;7;10;13;20;24;25;42;58;2;9;23;24;27;39;41;47;48;51
0422;1;4;9;19;37;39;41;55;58;59;3;5;16;33;36;38;40;42;55;60;9;14;20;28;43;44;49;54;55;57;1022;2;10;24;40;46;49;51;57;59;60;3;6;23;34;38;45;50;51;52;60;17;24;30;35;38;40;41;51;55;59
0423;7;10;12;18;21;29;36;50;57;59;1;20;22;33;34;35;46;49;52;58;15;18;20;23;24;32;41;44;56;60;1023;9;12;20;24;26;39;48;54;55;59;1;4;7;15;25;34;45;50;55;59;4;5;7;13;18;25;38;48;51;54
0424;8;15;18;21;24;40;53;56;58;59;14;17;23;25;29;30;42;44;50;57;10;18;21;32;41;44;51;54;55;59;1024;5;10;11;13;18;31;33;36;52;59;2;3;23;29;30;31;36;49;59;60;3;9;10;13;17;18;28;35;46;55
0425;10;13;16;17;23;33;37;51;53;54;6;10;26;29;34;37;44;47;53;54;5;14;18;19;20;21;34;35;50;58;1025;13;22;23;26;33;36;44;51;53;56;6;7;9;25;32;33;43;51;54;55;2;5;10;11;13;19;24;43;47;52
0426;7;10;11;13;16;26;27;39;55;57;13;15;23;24;32;35;45;50;51;57;4;9;14;15;26;33;35;38;53;58;1026;1;6;7;9;11;38;39;46;58;60;3;10;13;14;15;20;22;48;58;59;6;17;19;21;23;48;54;56;57;58
0427;12;25;31;39;44;49;52;53;54;55;1;4;6;22;26;30;42;44;50;55;14;16;18;21;23;29;46;51;54;60;1027;3;6;13;15;17;44;46;51;54;58;3;4;12;14;19;27;34;45;47;60;5;7;9;15;17;31;33;34;44;48
0428;16;21;23;27;28;32;38;48;56;58;1;3;11;16;31;40;45;48;51;54;1;3;9;12;41;44;46;47;51;54;1028;1;8;19;31;37;42;46;51;56;58;6;9;18;28;32;33;38;41;43;52;4;8;10;19;33;34;38;40;41;59
0429;5;15;16;28;38;42;43;53;56;58;1;3;9;27;28;32;41;46;52;54;8;12;14;29;36;37;44;47;56;60;1029;1;7;16;24;26;29;33;35;38;58;6;10;16;17;44;48;51;55;59;60;4;10;13;15;28;32;34;38;46;58
0430;7;11;17;19;31;36;37;44;56;58;5;12;13;25;27;34;42;46;54;59;1;16;21;32;42;45;49;53;55;60;1030;3;7;9;13;20;21;23;34;36;42;3;12;31;34;38;43;48;49;50;59;3;4;13;18;19;21;26;28;39;54
0431;1;2;4;17;28;33;37;45;48;60;3;7;16;21;25;27;35;46;52;53;8;9;23;26;28;29;45;54;59;60;1031;5;11;14;18;25;29;30;32;43;54;9;12;15;16;26;27;29;33;43;48;10;18;23;26;32;36;39;41;58;60
0432;2;5;14;22;26;28;37;46;51;60;3;11;14;15;28;36;46;52;55;56;5;7;12;21;35;36;43;48;49;57;1032;5;14;18;25;37;42;46;52;54;59;2;5;7;16;17;20;23;39;42;60;9;10;12;13;27;30;35;49;55;56
0433;6;15;26;35;40;41;42;48;54;58;2;8;9;12;19;27;35;38;45;47;3;21;26;27;33;35;38;40;50;60;1033;11;22;23;24;27;28;48;49;51;58;2;5;16;25;27;46;48;51;56;60;1;2;5;20;23;30;32;38;45;47
0434;3;5;9;15;22;23;30;44;51;57;6;12;13;26;30;33;37;47;48;58;12;15;18;21;26;32;40;42;54;55;1034;1;3;7;12;14;24;32;38;52;58;3;7;9;27;39;40;42;43;47;52;3;8;12;13;28;36;37;49;52;53
0435;1;2;6;11;12;16;26;35;41;57;1;16;28;33;34;41;48;49;52;56;6;8;25;29;32;35;40;41;42;51;1035;9;17;20;22;38;39;42;46;51;55;3;5;7;19;28;31;32;33;52;56;4;9;11;20;33;36;46;49;52;57
